,PropertyUrl,sq ft,sqft lot,acres lot,FoodFactor
21109,https://www.realtor.com/realestateandhomes-detail/8617-White-Cay_West-Palm-Beach_FL_33411_M58551-61338,"2,226",,0.27,  1/10
21108,https://www.realtor.com/realestateandhomes-detail/22722-SW-65th-Cir_Boca-Raton_FL_33428_M51931-14199,"1,757","6,003",,  2/10
21107,https://www.realtor.com/realestateandhomes-detail/200-Barton-Ave_Palm-Beach_FL_33480_M69802-08983,"4,139",,0.27,  10/10
21111,https://www.realtor.com/realestateandhomes-detail/15665-Rolling-Meadows-Cir_Wellington_FL_33414_M53055-63217,"3,849",,0.52,  2/10
21113,https://www.realtor.com/realestateandhomes-detail/8481-Serena-Creek-Ave_Boynton-Beach_FL_33473_M60064-50913,"3,976","6,451",,  6/10
21112,https://www.realtor.com/realestateandhomes-detail/7721-Blue-Heron-Way_West-Palm-Beach_FL_33412_M57063-58429,"2,853","9,570",,  6/10
21114,https://www.realtor.com/realestateandhomes-detail/332-River-Edge-Rd_Jupiter_FL_33477_M57443-55169,"2,321","9,435",,  2/10
21115,https://www.realtor.com/realestateandhomes-detail/212-16th-Ave-N_Lake-Worth_FL_33460_M60447-55932,828,"5,001",,  6/10
21116,https://www.realtor.com/realestateandhomes-detail/4018-Community-Dr_Jupiter_FL_33458_M94558-34591,"1,777",,,  3/10
21117,https://www.realtor.com/realestateandhomes-detail/4626-Lakeside-Cir_West-Palm-Beach_FL_33417_M51005-79715,"1,644","5,284",,  1/10
21121,https://www.realtor.com/realestateandhomes-detail/6997-Calle-del-Paz-W_Boca-Raton_FL_33433_M69773-07100,"1,897","7,497",,  1/10
21122,https://www.realtor.com/realestateandhomes-detail/219-W-Bay-Cedar-Cir_Jupiter_FL_33458_M59380-96523,"3,938","5,502",,  3/10
21119,https://www.realtor.com/realestateandhomes-detail/2447-NW-62nd-St_Boca-Raton_FL_33496_M67046-20826,"4,040",,0.24,  1/10
21118,https://www.realtor.com/realestateandhomes-detail/5584-Jarrand-Way_Lake-Worth_FL_33463_M50233-90575,"1,987","5,654",,  6/10
21123,https://www.realtor.com/realestateandhomes-detail/4590-Pruden-Blvd_Lake-Worth_FL_33463_M66635-50609,"1,164","5,345",,  5/10
21124,https://www.realtor.com/realestateandhomes-detail/1323-MC-Dermott-Ln_Royal-Palm-Beach_FL_33411_M69074-13862,"1,450","7,501",,  1/10
21120,https://www.realtor.com/realestateandhomes-detail/2776-Flamango-Lake-Dr_West-Palm-Beach_FL_33406_M59427-55899,"1,772","8,276",,  4/10
21125,https://www.realtor.com/realestateandhomes-detail/297-Porto-Vecchio-Way_Palm-Beach-Gardens_FL_33418_M60362-66603,"2,950",,0.25,  7/10
21110,https://www.realtor.com/realestateandhomes-detail/8051-Muirhead-Cir_Boynton-Beach_FL_33472_M56641-41191,"3,083",,0.41,  1/10
21126,https://www.realtor.com/realestateandhomes-detail/1207-SW-12th-Ave_Boca-Raton_FL_33486_M50606-59667,"1,356","8,250",,  1/10
21127,https://www.realtor.com/realestateandhomes-detail/875-NW-22nd-Ave_Delray-Beach_FL_33445_M55900-48274,"1,540","7,170",,  1/10
21130,https://www.realtor.com/realestateandhomes-detail/2106-SW-18th-St_Boynton-Beach_FL_33426_M69551-11120,"1,428","6,482",,  6/10
21131,https://www.realtor.com/realestateandhomes-detail/10678-Conway-Trl_Boynton-Beach_FL_33437_M67822-71984,"1,782","5,519",,  6/10
21129,https://www.realtor.com/realestateandhomes-detail/4693-Blue-Pine-Cir_Lake-Worth_FL_33463_M51755-84685,"1,732","7,501",,  1/10
21132,https://www.realtor.com/realestateandhomes-detail/115-Casa-Grande-Ct_Palm-Beach-Gardens_FL_33418_M60933-68177,"2,481","5,750",,  6/10
21128,https://www.realtor.com/realestateandhomes-detail/10220-Oak-Meadow-Ln_Lake-Worth_FL_33449_M54926-24736,"2,727","9,592",,  6/10
21133,https://www.realtor.com/realestateandhomes-detail/386-Franklin-Rd_West-Palm-Beach_FL_33405_M67517-05382,"1,232","8,568",,  1/10
21134,https://www.realtor.com/realestateandhomes-detail/1015-N-K-St_Lake-Worth_FL_33460_M62235-20658,"1,272","6,752",,  1/10
21136,https://www.realtor.com/realestateandhomes-detail/1352-W-6th-St_Riviera-Beach_FL_33404_M60160-87050,"1,370","5,001",,  1/10
21138,https://www.realtor.com/realestateandhomes-detail/1120-SW-Mulberry-Way_Boca-Raton_FL_33486_M59214-28407,"2,824","9,749",,  6/10
21140,https://www.realtor.com/realestateandhomes-detail/3048-Bellflower-Cir_West-Palm-Beach_FL_33401_M95691-59882,,"7,797",,  1/10
21137,https://www.realtor.com/realestateandhomes-detail/6546-Woodloch-Ct_Jupiter_FL_33458_M50797-91616,"3,016","8,568",,  1/10
21139,https://www.realtor.com/realestateandhomes-detail/5013-Prairie-Dunes-Village-Cir_Lake-Worth_FL_33463_M53637-85704,"1,882","5,602",,  1/10
21141,https://www.realtor.com/realestateandhomes-detail/491-Belle-Grove-Ln_Royal-Palm-Beach_FL_33411_M52545-38927,"2,148","5,445",,  3/10
21142,https://www.realtor.com/realestateandhomes-detail/12-Saint-George-Pl_Palm-Beach-Gardens_FL_33418_M51802-11959,"8,523",,0.41,  1/10
21144,https://www.realtor.com/realestateandhomes-detail/7809-Palencia-Way_Delray-Beach_FL_33446_M69282-29566,"3,543","9,518",,  1/10
21147,https://www.realtor.com/realestateandhomes-detail/6048-Garrett-St_Jupiter_FL_33458_M50796-41116,"1,708",,1.0,  1/10
21145,https://www.realtor.com/realestateandhomes-detail/3206-Canal-Dr_Boynton-Beach_FL_33435_M51365-96285,"1,454",,0.25,  1/10
21146,https://www.realtor.com/realestateandhomes-detail/2110-Dickens-Ter_Palm-Beach-Gardens_FL_33418_M53734-84018,"4,163","6,778",,  1/10
21148,https://www.realtor.com/realestateandhomes-detail/15175-93rd-Ln-N_Jupiter_FL_33478_M69100-38925,"1,950",,1.25,  4/10
21143,https://www.realtor.com/realestateandhomes-detail/16896-Pavilion-Way_Delray-Beach_FL_33446_M68485-46479,"5,188",,0.29,  3/10
21149,https://www.realtor.com/realestateandhomes-detail/17760-Fieldbrook-Cir-W_Boca-Raton_FL_33496_M57079-91833,"7,954",,1.0,  1/10
21151,https://www.realtor.com/realestateandhomes-detail/521-38th-St_West-Palm-Beach_FL_33407_M61258-28584,"2,186","5,998",,  1/10
21150,https://www.realtor.com/realestateandhomes-detail/9539-Wyoming-Ct_Boca-Raton_FL_33434_M60386-15275,"1,550","8,825",,  2/10
21135,https://www.realtor.com/realestateandhomes-detail/3310-Elizabeth-Pl-S_Palm-Springs_FL_33461_M53469-69926,"1,466","3,663",,  1/10
21102,https://www.realtor.com/realestateandhomes-detail/517-Les-Jardin-Dr_Palm-Beach-Gardens_FL_33410_M60763-87931,"4,465",,0.26,  1/10
21152,https://www.realtor.com/realestateandhomes-detail/21173-Raindance-Ln_Boca-Raton_FL_33428_M63812-72468,"2,070",,0.24,  1/10
21154,https://www.realtor.com/realestateandhomes-detail/10479-Rio-Lindo_Delray-Beach_FL_33446_M60979-39507,"3,192",,0.98,  1/10
21156,https://www.realtor.com/realestateandhomes-detail/6298-Via-Primo-St_Lake-Worth_FL_33467_M59298-82487,"1,768","5,759",,  1/10
21155,https://www.realtor.com/realestateandhomes-detail/75-Spoonbill-Rd_Lantana_FL_33462_M65405-79296,"4,126",,0.36,  9/10
21153,https://www.realtor.com/realestateandhomes-detail/11642-Losano-Dr_Boynton-Beach_FL_33437_M63639-58326,"2,497",,0.31,  1/10
21158,https://www.realtor.com/realestateandhomes-detail/3001-N-Ocean-Dr_Riviera-Beach_FL_33404_M57961-43457,"2,200","9,017",,  6/10
21157,https://www.realtor.com/realestateandhomes-detail/3043-Cardinal-Dr_Delray-Beach_FL_33444_M62808-84316,"2,197","7,501",,  5/10
21159,https://www.realtor.com/realestateandhomes-detail/9054-Bay-Point-Cir_West-Palm-Beach_FL_33411_M93525-78238,"1,617","5,175",,  1/10
21161,https://www.realtor.com/realestateandhomes-detail/607-Flamingo-Dr_West-Palm-Beach_FL_33401_M64761-98269,"1,811","6,251",,  1/10
21160,https://www.realtor.com/realestateandhomes-detail/9367-Aqua-Vista-Blvd_Boynton-Beach_FL_33437_M58650-41887,"2,295","8,398",,  1/10
21163,https://www.realtor.com/realestateandhomes-detail/2419-Snug-Harbor-Dr_West-Palm-Beach_FL_33410_M57024-65101,"1,792",,0.33,  5/10
21164,https://www.realtor.com/realestateandhomes-detail/7466-Campo-Florido_Boca-Raton_FL_33433_M67963-43683,"3,129","8,368",,  6/10
21166,https://www.realtor.com/realestateandhomes-detail/810-N-Swinton-Ave_Delray-Beach_FL_33444_M56239-60281,"3,264","8,999",,  1/10
21168,https://www.realtor.com/realestateandhomes-detail/705-N-Loxahatchee-Dr_Jupiter_FL_33458_M51992-66228,905,"6,569",,  9/10
21167,https://www.realtor.com/realestateandhomes-detail/12407-Aviles-Cir_Palm-Beach-Gardens_FL_33418_M62604-09660,"3,356","6,355",,  1/10
21165,https://www.realtor.com/realestateandhomes-detail/2835-NW-45th-St_Boca-Raton_FL_33434_M68455-23355,"3,406",,0.44,  1/10
21162,https://www.realtor.com/realestateandhomes-detail/17080-126th-Ter-N_Jupiter_FL_33478_M54679-21483,"1,327",,1.25,  1/10
21170,https://www.realtor.com/realestateandhomes-detail/237-Porgee-Rock-Pl_Jupiter_FL_33458_M58729-52019,"2,339","9,801",,  1/10
21169,https://www.realtor.com/realestateandhomes-detail/8724-Lewis-River-Rd_Delray-Beach_FL_33446_M51830-03387,"5,188","8,538",,  6/10
21174,https://www.realtor.com/realestateandhomes-detail/5337-Belleville-Rd_West-Palm-Beach_FL_33417_M51423-54836,"1,875","6,490",,  6/10
21172,https://www.realtor.com/realestateandhomes-detail/21460-Laguna-Dr_Boca-Raton_FL_33433_M67980-20651,"1,640","5,001",,  1/10
21173,https://www.realtor.com/realestateandhomes-detail/1501-SW-10th-Ave_Boynton-Beach_FL_33426_M68298-60287,"1,582","8,137",,  6/10
21176,https://www.realtor.com/realestateandhomes-detail/159-Honeysuckle-Dr_Jupiter_FL_33458_M54559-54040,"2,008","5,258",,  3/10
21177,https://www.realtor.com/realestateandhomes-detail/5900-NW-4th-Ave_Boca-Raton_FL_33487_M52961-05892,"3,578",,0.61,  1/10
21180,https://www.realtor.com/realestateandhomes-detail/9340-Stingray-Ln_Boynton-Beach_FL_33437_M58857-99017,"4,007","8,817",,  1/10
21182,https://www.realtor.com/realestateandhomes-detail/220-Essex-Ln_West-Palm-Beach_FL_33405_M62953-24120,"8,940",,0.44,  6/10
21181,https://www.realtor.com/realestateandhomes-detail/16452-Bridlewood-Cir_Delray-Beach_FL_33445_M55882-56360,"5,941",,1.0,  6/10
21183,https://www.realtor.com/realestateandhomes-detail/10164-Cobblestone-Creek-Dr_Boynton-Beach_FL_33472_M65309-06904,"3,653","7,309",,  4/10
21178,https://www.realtor.com/realestateandhomes-detail/4662-Vespasian-Ct_Lake-Worth_FL_33463_M51581-44224,"1,369","7,941",,  1/10
21184,https://www.realtor.com/realestateandhomes-detail/12321-Mount-Bora-Dr_Boynton-Beach_FL_33473_M57515-24107,"2,160","6,312",,  1/10
21185,https://www.realtor.com/realestateandhomes-detail/2305-Spanish-Wls_Royal-Palm-Beach_FL_33411_M63261-31254,"1,900","7,893",,  1/10
21188,https://www.realtor.com/realestateandhomes-detail/12916-Mizner-Way_Wellington_FL_33414_M61324-89896,"4,234",,0.36,  4/10
21187,https://www.realtor.com/realestateandhomes-detail/6814-Villas-Dr-E_Boca-Raton_FL_33433_M69661-27317,"2,457","8,485",,  1/10
21189,https://www.realtor.com/realestateandhomes-detail/11169-Harbour-Springs-Cir_Boca-Raton_FL_33428_M64025-14055,"2,655","6,630",,  4/10
21186,https://www.realtor.com/realestateandhomes-detail/9227-Greenspire-Ln_Lake-Worth_FL_33467_M60408-34782,"3,942","9,187",,  2/10
21190,https://www.realtor.com/realestateandhomes-detail/201-2nd-St_Jupiter_FL_33458_M51900-24274,"1,316","6,277",,  3/10
21191,https://www.realtor.com/realestateandhomes-detail/6209-Homeland-Rd_Lake-Worth_FL_33449_M54499-78188,"6,443",,5.04,  6/10
21192,https://www.realtor.com/realestateandhomes-detail/16364-Cabernet-Dr_Delray-Beach_FL_33446_M60827-96233,"4,783","9,126",,  1/10
21193,https://www.realtor.com/realestateandhomes-detail/169-Seaview-Ave_Palm-Beach_FL_33480_M68408-68261,"3,757","7,588",,  3/10
21195,https://www.realtor.com/realestateandhomes-detail/4660-Carthage-Cir-S_Lake-Worth_FL_33463_M64442-65298,"1,258","8,111",,  4/10
21196,https://www.realtor.com/realestateandhomes-detail/7062-Great-Falls-Cir_Boynton-Beach_FL_33437_M54139-18147,"2,796","8,438",,  6/10
21194,https://www.realtor.com/realestateandhomes-detail/110-Jones-Creek-Dr_Jupiter_FL_33458_M54363-52154,"2,028","7,318",,  3/10
21198,https://www.realtor.com/realestateandhomes-detail/13049-46th-Ct-N_West-Palm-Beach_FL_33411_M59345-65615,"1,824",,1.15,  1/10
21199,https://www.realtor.com/realestateandhomes-detail/5839-Glenbrook-Dr_Boca-Raton_FL_33433_M62255-55059,"5,440",,0.28,  4/10
21197,https://www.realtor.com/realestateandhomes-detail/1270-SW-13th-Dr_Boca-Raton_FL_33486_M50705-35142,"1,822","8,843",,  1/10
21200,https://www.realtor.com/realestateandhomes-detail/8401-Heritage-Club-Dr_West-Palm-Beach_FL_33412_M56987-18911,"2,556","5,371",,  6/10
21201,https://www.realtor.com/realestateandhomes-detail/518-33rd-St_West-Palm-Beach_FL_33407_M61133-54523,768,"5,950",,  3/10
21203,https://www.realtor.com/realestateandhomes-detail/270-Russlyn-Dr_West-Palm-Beach_FL_33405_M66261-19155,"2,290","9,156",,  3/10
21205,https://www.realtor.com/realestateandhomes-detail/21-Grand-Bay-Cir_North-Palm-Beach_FL_33408_M50398-79792,"1,726","5,336",,  4/10
21175,https://www.realtor.com/realestateandhomes-detail/14883-60th-St-N_Loxahatchee_FL_33470_M62975-55367,"1,979",,1.95,  1/10
21202,https://www.realtor.com/realestateandhomes-detail/13933-Willow-Cay-Dr_North-Palm-Beach_FL_33408_M62190-53328,"5,221",,0.23,  5/10
21206,https://www.realtor.com/realestateandhomes-detail/921-N-L-St_Lake-Worth_FL_33460_M61796-95910,"1,402","6,752",,  1/10
21208,https://www.realtor.com/realestateandhomes-detail/152-Chilean-Ave_Palm-Beach_FL_33480_M69787-18345,"3,705","6,251",,  5/10
21204,https://www.realtor.com/realestateandhomes-detail/Riviera-Beach_FL_33404_M59373-44113,"1,008","4,809",,  1/10
21209,https://www.realtor.com/realestateandhomes-detail/10905-Deer-Park-Ln_Boynton-Beach_FL_33437_M55427-01236,"1,615","6,055",,  4/10
21211,https://www.realtor.com/realestateandhomes-detail/1861-Len-Dr_North-Palm-Beach_FL_33408_M63479-29110,"1,125","7,336",,  1/10
21210,https://www.realtor.com/realestateandhomes-detail/5984-Vintage-Oaks-Cir_Delray-Beach_FL_33484_M56504-90484,"5,098",,0.43,  1/10
21212,https://www.realtor.com/realestateandhomes-detail/19112-Dawnwood-Ct_Jupiter_FL_33458_M51160-14113,"2,541","9,034",,  1/10
21214,https://www.realtor.com/realestateandhomes-detail/8215-White-Rock-Cir_Boynton-Beach_FL_33436_M61234-84347,"2,119","6,351",,  1/10
21213,https://www.realtor.com/realestateandhomes-detail/13352-Touchstone-Ct_West-Palm-Beach_FL_33418_M69375-03925,"1,551","7,906",,  1/10
21215,https://www.realtor.com/realestateandhomes-detail/783-Camellia-Dr_Royal-Palm-Beach_FL_33411_M69420-33923,907,"5,998",,  3/10
21216,https://www.realtor.com/realestateandhomes-detail/127-Abondance-Dr_Palm-Beach-Gardens_FL_33410_M61314-53970,"3,746","9,126",,  3/10
21217,https://www.realtor.com/realestateandhomes-detail/5695-Cameo-Dr-N_Boca-Raton_FL_33433_M51355-48558,"1,900",,,  1/10
21218,https://www.realtor.com/realestateandhomes-detail/824-Croton-Dr_Royal-Palm-Beach_FL_33411_M69328-66501,"1,475","5,998",,  2/10
21220,https://www.realtor.com/realestateandhomes-detail/12438-53rd-Rd-N_West-Palm-Beach_FL_33411_M96549-60516,"2,424",,1.16,  1/10
21179,https://www.realtor.com/realestateandhomes-detail/2-Country-Rd_Boynton-Beach_FL_33436_M62596-94516,"4,208",,0.84,  1/10
21222,https://www.realtor.com/realestateandhomes-detail/18874-Loblolly-Bay-Ct_Jupiter_FL_33458_M50937-66345,"2,812","8,603",,  3/10
21221,https://www.realtor.com/realestateandhomes-detail/8461-Raymond-Dr_Boynton-Beach_FL_33472_M55605-04605,"1,710","7,501",,  3/10
21219,https://www.realtor.com/realestateandhomes-detail/204-Bilbao-St_Royal-Palm-Beach_FL_33411_M67242-89020,"1,220",,0.35,  4/10
21223,https://www.realtor.com/realestateandhomes-detail/3590-Old-Lighthouse-Cir_Wellington_FL_33414_M59338-44478,"1,805","6,111",,  1/10
21207,https://www.realtor.com/realestateandhomes-detail/16381-Hollow-Tree-Ln_Wellington_FL_33414_M94247-64434,"2,250",,,  4/10
21226,https://www.realtor.com/realestateandhomes-detail/22533-Swordfish-Dr_Boca-Raton_FL_33428_M66313-26941,"1,462","6,486",,  1/10
21228,https://www.realtor.com/realestateandhomes-detail/19011-Deer-Run-Blvd_Loxahatchee_FL_33470_M98868-61265,"2,745",,5.0,  1/10
21227,https://www.realtor.com/realestateandhomes-detail/12625-White-Coral-Dr_Wellington_FL_33414_M54705-02279,"1,942","7,488",,  4/10
21230,https://www.realtor.com/realestateandhomes-detail/7774-Great-Glen-Cir_Delray-Beach_FL_33446_M50246-83511,"1,644","5,288",,  1/10
21229,https://www.realtor.com/realestateandhomes-detail/23103-SW-55th-Ave_Boca-Raton_FL_33433_M53706-86415,"1,282","6,865",,  1/10
21225,https://www.realtor.com/realestateandhomes-detail/1515-N-N-St_Lake-Worth_FL_33460_M55033-89792,"1,476","5,001",,  4/10
21224,https://www.realtor.com/realestateandhomes-detail/18104-105th-Ave-S_Boca-Raton_FL_33498_M61314-04323,"1,697","6,011",,  1/10
21171,https://www.realtor.com/realestateandhomes-detail/11541-Big-Sky-Ct_Boca-Raton_FL_33498_M62651-89057,"3,009",,0.24,  1/10
21231,https://www.realtor.com/realestateandhomes-detail/14346-83rd-Ln-N_Loxahatchee_FL_33470_M57578-34282,"2,111",,1.15,  1/10
21234,https://www.realtor.com/realestateandhomes-detail/15431-Tall-Oak-Ave_Delray-Beach_FL_33446_M50390-30899,"3,141",,1.0,  1/10
21233,https://www.realtor.com/realestateandhomes-detail/6269-Floridian-Cir_Lake-Worth_FL_33463_M52064-40885,"2,872","7,701",,  5/10
21232,https://www.realtor.com/realestateandhomes-detail/2689-Nassau-Rd_West-Palm-Beach_FL_33406_M60462-43421,"1,487","8,960",,  2/10
21238,https://www.realtor.com/realestateandhomes-detail/1239-Arrowhead-Point-Rd_Loxahatchee_FL_33470_M98913-81224,0,"7,131",,  
21236,https://www.realtor.com/realestateandhomes-detail/11417-Ohanu-Cir_Boynton-Beach_FL_33437_M67894-13930,"2,593","8,050",,  1/10
21237,https://www.realtor.com/realestateandhomes-detail/2988-Gin-Berry-Way_West-Palm-Beach_FL_33401_M96737-96818,"2,331","7,518",,  3/10
21235,https://www.realtor.com/realestateandhomes-detail/2203-N-Federal-Hwy_Lake-Worth_FL_33460_M66285-30284,"3,104",,,  4/10
21239,https://www.realtor.com/realestateandhomes-detail/513-Anchorage-Dr_North-Palm-Beach_FL_33408_M64036-52852,"2,194","8,934",,  7/10
21242,https://www.realtor.com/realestateandhomes-detail/121-Island-Way_Greenacres_FL_33413_M58015-24488,"2,042","8,303",,  6/10
21241,https://www.realtor.com/realestateandhomes-detail/430-58th-St_West-Palm-Beach_FL_33407_M59296-93223,"1,112","5,097",,  6/10
21243,https://www.realtor.com/realestateandhomes-detail/156-Bella-Vista-Way_Royal-Palm-Beach_FL_33411_M68591-78220,"3,185",,0.23,  2/10
21245,https://www.realtor.com/realestateandhomes-detail/19627-Weathervane-Way_Loxahatchee_FL_33470_M94589-57565,0,"5,532",,  
21246,https://www.realtor.com/realestateandhomes-detail/18650-Anchor-Dr_Boca-Raton_FL_33498_M61562-60707,"2,095",,0.24,  4/10
21240,https://www.realtor.com/realestateandhomes-detail/13623-Breton-Ln_Delray-Beach_FL_33446_M65523-00398,"1,722","5,502",,  6/10
21247,https://www.realtor.com/realestateandhomes-detail/3148-Hartridge-Ter_Wellington_FL_33414_M65779-98460,"3,438","8,298",,  4/10
21248,https://www.realtor.com/realestateandhomes-detail/2396-Easy-St_Palm-Beach-Gardens_FL_33410_M57778-16837,948,"6,251",,  6/10
21250,https://www.realtor.com/realestateandhomes-detail/5920-Senegal-Dr_Jupiter_FL_33458_M67881-04761,"5,784",,0.5,  3/10
21249,https://www.realtor.com/realestateandhomes-detail/102-Pinehurst-Ln_Boca-Raton_FL_33431_M69103-66095,"1,532",,0.25,  1/10
21244,https://www.realtor.com/realestateandhomes-detail/12678-Copper-Mountain-Pass_Boynton-Beach_FL_33473_M60755-66640,"2,214","6,447",,  4/10
21253,https://www.realtor.com/realestateandhomes-detail/1700-Shoreside-Cir_Wellington_FL_33414_M54402-42334,"1,109","3,067",,  1/10
21251,https://www.realtor.com/realestateandhomes-detail/15994-Rosecroft-Ter_Delray-Beach_FL_33446_M51551-00094,"3,500",,0.3,  6/10
21252,https://www.realtor.com/realestateandhomes-detail/3601-Royal-Tern-Cir_Boynton-Beach_FL_33436_M55043-69591,"2,314",,,  1/10
21258,https://www.realtor.com/realestateandhomes-detail/1010-White-Oak-Dr_Riviera-Beach_FL_33410_M67266-50192,0,"3,681",,  4/10
21254,https://www.realtor.com/realestateandhomes-detail/219-Alpine-Rd_West-Palm-Beach_FL_33405_M67716-42661,"1,857",,0.24,  4/10
21255,https://www.realtor.com/realestateandhomes-detail/111-SW-18th-St_Boynton-Beach_FL_33426_M67890-91346,"1,428","4,400",,  1/10
21257,https://www.realtor.com/realestateandhomes-detail/699-SW-8th-Ter_Boca-Raton_FL_33486_M59759-85747,"1,904","9,348",,  3/10
21256,https://www.realtor.com/realestateandhomes-detail/14926-Sand-Pebble-Ln_Delray-Beach_FL_33484_M68437-57335,"1,315","7,501",,  5/10
21259,https://www.realtor.com/realestateandhomes-detail/207-Montant-Dr_Palm-Beach-Gardens_FL_33410_M58024-91048,"4,634",,0.23,  1/10
21261,https://www.realtor.com/realestateandhomes-detail/1310-Manor-Dr_Riviera-Beach_FL_33404_M57705-41755,"2,147",,0.27,  9/10
21260,https://www.realtor.com/realestateandhomes-detail/17580-47th-Ct-N_Loxahatchee_FL_33470_M52520-77143,"1,306",,1.15,  1/10
21265,https://www.realtor.com/realestateandhomes-detail/15732-80th-Ln-N_Loxahatchee_FL_33470_M56556-67301,"1,836",,1.31,  1/10
21263,https://www.realtor.com/realestateandhomes-detail/22947-Sandalfoot-Blvd_Boca-Raton_FL_33428_M66025-20367,"1,116","4,500",,  2/10
21262,https://www.realtor.com/realestateandhomes-detail/178-Via-Condado-Way_Palm-Beach-Gardens_FL_33418_M61578-75523,"2,440","6,795",,  6/10
21266,https://www.realtor.com/realestateandhomes-detail/894-Flamango-Ct-E_West-Palm-Beach_FL_33406_M59559-48042,"1,485","8,276",,  4/10
21267,https://www.realtor.com/realestateandhomes-detail/4329-127th-Trl-N_West-Palm-Beach_FL_33411_M59737-32120,"1,735",,1.25,  1/10
21264,https://www.realtor.com/realestateandhomes-detail/3000-Jasmine-Ter_Delray-Beach_FL_33483_M60859-08905,"2,426",,0.31,  9/10
21268,https://www.realtor.com/realestateandhomes-detail/5581-Boynton-Pl_Boynton-Beach_FL_33437_M61415-92447,"1,645","5,584",,  1/10
21269,https://www.realtor.com/realestateandhomes-detail/5411-Crystal-Anne-Dr_West-Palm-Beach_FL_33417_M51888-99999,"1,519","5,802",,  1/10
21272,https://www.realtor.com/realestateandhomes-detail/1200-W-24th-St_Riviera-Beach_FL_33404_M59465-11535,"1,419","7,131",,  4/10
21273,https://www.realtor.com/realestateandhomes-detail/379-Columbus-St_Palm-Beach-Gardens_FL_33410_M57542-68919,"1,973","3,633",,  4/10
21270,https://www.realtor.com/realestateandhomes-detail/3870-N-Longview-Dr_Jupiter_FL_33477_M64098-27840,"2,436","9,108",,  3/10
21274,https://www.realtor.com/realestateandhomes-detail/13885-157th-Ct-N_Jupiter_FL_33478_M55995-44792,"1,484",,1.15,  7/10
21276,https://www.realtor.com/realestateandhomes-detail/8020-Nevis-Pl_Wellington_FL_33414_M61526-71315,"2,001","6,839",,  3/10
21275,https://www.realtor.com/realestateandhomes-detail/63-Cayman-Pl_Palm-Beach-Gardens_FL_33418_M51052-32883,"2,762",,0.26,  6/10
21277,https://www.realtor.com/realestateandhomes-detail/834-Upland-Rd-Unit-Cottage_West-Palm-Beach_FL_33401_M64869-68126,"1,589","6,255",,  1/10
21271,https://www.realtor.com/realestateandhomes-detail/11742-Caracas-Blvd_Boynton-Beach_FL_33437_M62382-60301,"2,327",,0.26,  1/10
21279,https://www.realtor.com/realestateandhomes-detail/2492-Westmont-Ln_Royal-Palm-Beach_FL_33411_M59030-23617,"3,044","6,299",,  1/10
21281,https://www.realtor.com/realestateandhomes-detail/7043-Houlton-Cir_Lake-Worth_FL_33467_M51267-86905,"3,623","8,189",,  6/10
21278,https://www.realtor.com/realestateandhomes-detail/847-Madison-Ct_Palm-Beach-Gardens_FL_33410_M60186-77078,"2,756","7,841",,  4/10
21280,https://www.realtor.com/realestateandhomes-detail/12155-Cuddington-Ct_Wellington_FL_33414_M54656-20441,"1,397","4,609",,  3/10
21284,https://www.realtor.com/realestateandhomes-detail/21711-Club-Villa-Ter_Boca-Raton_FL_33433_M68850-73892,"2,113","6,151",,  2/10
21283,https://www.realtor.com/realestateandhomes-detail/1708-Farmington-Cir_Wellington_FL_33414_M53625-80109,"2,403",,0.29,  2/10
21285,https://www.realtor.com/realestateandhomes-detail/2467-Muir-Cir_Wellington_FL_33414_M55603-87732,"3,099","8,011",,  3/10
21282,https://www.realtor.com/realestateandhomes-detail/823-38th-St_West-Palm-Beach_FL_33407_M61294-75941,"1,536","5,502",,  1/10
21286,https://www.realtor.com/realestateandhomes-detail/5893-Stonewood-Ct_Jupiter_FL_33458_M52665-31254,"2,053","8,995",,  3/10
21290,https://www.realtor.com/realestateandhomes-detail/3315-Brinely-Pl_Royal-Palm-Beach_FL_33411_M96628-73060,"2,803","8,607",,  3/10
21287,https://www.realtor.com/realestateandhomes-detail/2034-SW-19th-Ave_Boynton-Beach_FL_33426_M69767-62632,"1,680","6,874",,  7/10
21292,https://www.realtor.com/realestateandhomes-detail/19566-Weathervane-Way_Loxahatchee_FL_33470_M90130-38073,0,"5,249",,  
21288,https://www.realtor.com/realestateandhomes-detail/107-Faith-Way_Jupiter_FL_33458_M62246-79265,"3,378",,0.31,  3/10
21291,https://www.realtor.com/realestateandhomes-detail/59-Spanish-River-Dr_Boynton-Beach_FL_33435_M65611-87362,"4,185",,0.31,  9/10
21289,https://www.realtor.com/realestateandhomes-detail/1270-SW-14th-St_Boca-Raton_FL_33486_M67489-10650,"1,681",,0.25,  1/10
21293,https://www.realtor.com/realestateandhomes-detail/11247-Sea-Grass-Cir_Boca-Raton_FL_33498_M60482-47772,"2,778","8,163",,  4/10
21294,https://www.realtor.com/realestateandhomes-detail/2402-Bellarosa-Cir_Royal-Palm-Beach_FL_33411_M61173-86609,"2,364","7,802",,  4/10
21296,https://www.realtor.com/realestateandhomes-detail/19393-Caribbean-Ct_Jupiter_FL_33469_M67041-81859,"2,050",,0.42,  3/10
21297,https://www.realtor.com/realestateandhomes-detail/7824-Penwood-Ct_Lake-Worth_FL_33467_M53165-24479,"2,593",,0.25,  1/10
